format,sheet,row,col,valueJson,display,formula
ifrs17-result-snapshot,投连账户,11,4,114600.12501463853,"114,600.13",
ifrs17-result-snapshot,投连账户,11,5,0,0,
ifrs17-result-snapshot,投连账户,11,7,"""亏损部分的确认及转回""",亏损部分的确认及转回,
ifrs17-result-snapshot,投连账户,11,8,"""[7]""",[7],
ifrs17-result-snapshot,投连账户,11,10,-5.238689482212067e-11,(0),
ifrs17-result-snapshot,投连账户,11,12,-5.238689482212067e-11,(0),
ifrs17-result-snapshot,投连账户,12,0,"""当期初始确认的保险合同影响""",当期初始确认的保险合同影响,
ifrs17-result-snapshot,投连账户,12,1,"""[9]""",[9],
ifrs17-result-snapshot,投连账户,12,2,0,0,
ifrs17-result-snapshot,投连账户,12,3,0,0,
ifrs17-result-snapshot,投连账户,12,4,0,0,
ifrs17-result-snapshot,投连账户,12,5,0,0,
ifrs17-result-snapshot,投连账户,12,7,"""已发生赔款负债相关履约现金流量变动""",已发生赔款负债相关履约现金流量变动,
ifrs17-result-snapshot,投连账户,12,8,"""[8]""",[8],
ifrs17-result-snapshot,投连账户,12,11,0,0,
ifrs17-result-snapshot,投连账户,12,12,0,0,
ifrs17-result-snapshot,投连账户,13,0,"""调整合同服务边际的估计变更""",调整合同服务边际的估计变更,
ifrs17-result-snapshot,投连账户,13,1,"""[10]""",[10],
ifrs17-result-snapshot,投连账户,13,2,-116412.10462663855,"(116,412.1)",
ifrs17-result-snapshot,投连账户,13,3,1811.9796120000005,"1,811.98",
ifrs17-result-snapshot,投连账户,13,4,114600.12501463853,"114,600.13",
ifrs17-result-snapshot,投连账户,13,5,0,0,
ifrs17-result-snapshot,投连账户,13,7,"""其他""",其他,
ifrs17-result-snapshot,投连账户,13,8,"""[9]""",[9],
ifrs17-result-snapshot,投连账户,13,9,0,0,
ifrs17-result-snapshot,投连账户,13,12,0,0,
ifrs17-result-snapshot,投连账户,14,0,"""不调整合同服务边际的估计变更""",不调整合同服务边际的估计变更,
ifrs17-result-snapshot,投连账户,14,1,"""[11]""",[11],
ifrs17-result-snapshot,投连账户,14,2,-5.238689482212067e-11,(0),
ifrs17-result-snapshot,投连账户,14,3,0,0,
ifrs17-result-snapshot,投连账户,14,5,-5.238689482212067e-11,(0),
ifrs17-result-snapshot,投连账户,14,7,"""保险服务费用小计""",保险服务费用小计,
ifrs17-result-snapshot,投连账户,14,8,"""[10]=[5]～[9]之和""",[10]=[5]～[9]之和,
ifrs17-result-snapshot,投连账户,14,9,0,0,
ifrs17-result-snapshot,投连账户,14,10,-5.082381902894007e-11,(0),
ifrs17-result-snapshot,投连账户,14,11,11314.524318331216,"11,314.52",
ifrs17-result-snapshot,投连账户,14,12,11314.524318331165,"11,314.52",
ifrs17-result-snapshot,投连账户,14,14,2.779415808618069e-10,0,
ifrs17-result-snapshot,投连账户,15,0,"""其他""",其他,
ifrs17-result-snapshot,投连账户,15,1,"""[12]""",[12],
ifrs17-result-snapshot,投连账户,15,5,0,0,
ifrs17-result-snapshot,投连账户,15,7,"""保险服务业绩""",保险服务业绩,
ifrs17-result-snapshot,投连账户,15,8,"""[11]=[4]+[10]""",[11]=[4]+[10],
ifrs17-result-snapshot,投连账户,15,9,-37370.41012312409,"(37,370.41)",
ifrs17-result-snapshot,投连账户,15,10,-5.082381902894007e-11,(0),
ifrs17-result-snapshot,投连账户,15,11,11314.524318331216,"11,314.52",
ifrs17-result-snapshot,投连账户,15,12,-26055.885804792924,"(26,055.89)",
ifrs17-result-snapshot,投连账户,15,13,0,0,
ifrs17-result-snapshot,投连账户,16,0,"""与过去服务相关的变动""",与过去服务相关的变动,
ifrs17-result-snapshot,投连账户,16,1,"""[13]=[14]+[15]""",[13]=[14]+[15],
ifrs17-result-snapshot,投连账户,16,2,0,0,
ifrs17-result-snapshot,投连账户,16,3,0,0,
ifrs17-result-snapshot,投连账户,16,4,0,0,
ifrs17-result-snapshot,投连账户,16,5,0,0,
ifrs17-result-snapshot,投连账户,16,7,"""保险合同金融变动额""",保险合同金融变动额,
ifrs17-result-snapshot,投连账户,16,8,"""[12]""",[12],
ifrs17-result-snapshot,投连账户,16,9,1599709.4700894388,"1,599,709.47",
ifrs17-result-snapshot,投连账户,16,10,-5.171046484371674e-12,(0),
ifrs17-result-snapshot,投连账户,16,11,0,0,
ifrs17-result-snapshot,投连账户,16,12,1599709.4700894388,"1,599,709.47",
ifrs17-result-snapshot,投连账户,16,13,0,0,
ifrs17-result-snapshot,投连账户,17,0,"""已发生赔款负债相关履约现金流量变动""",已发生赔款负债相关履约现金流量变动,
ifrs17-result-snapshot,投连账户,17,1,"""[14]""",[14],
ifrs17-result-snapshot,投连账户,17,2,0,0,
ifrs17-result-snapshot,投连账户,17,3,0,0,
ifrs17-result-snapshot,投连账户,17,5,0,0,
ifrs17-result-snapshot,投连账户,17,7,"""其他1""",其他1,
ifrs17-result-snapshot,投连账户,17,8,"""[13]""",[13],
ifrs17-result-snapshot,投连账户,17,12,0,0,
ifrs17-result-snapshot,投连账户,18,0,"""其他""",其他,
ifrs17-result-snapshot,投连账户,18,1,"""[15]""",[15],
ifrs17-result-snapshot,投连账户,18,5,0,0,
ifrs17-result-snapshot,投连账户,18,7,"""计入综合收益的变动合计""",计入综合收益的变动合计,
ifrs17-result-snapshot,投连账户,18,8,"""[14]=[11]+[12]+[13]""",[14]=[11]+[12]+[13],
ifrs17-result-snapshot,投连账户,18,9,1562339.0599663148,"1,562,339.06",
ifrs17-result-snapshot,投连账户,18,10,-5.5994865513311746e-11,(0),
ifrs17-result-snapshot,投连账户,18,11,11314.524318331216,"11,314.52",
ifrs17-result-snapshot,投连账户,18,12,1573653.584284646,"1,573,653.58",
ifrs17-result-snapshot,投连账户,18,13,0,0,
ifrs17-result-snapshot,投连账户,19,0,"""保险服务业绩""",保险服务业绩,
ifrs17-result-snapshot,投连账户,19,1,"""[16]=[4]+[8]+[13]""",[16]=[4]+[8]+[13],
ifrs17-result-snapshot,投连账户,19,2,-110129.6749711074,"(110,129.67)",
ifrs17-result-snapshot,投连账户,19,3,1435.8788471999994,"1,435.88",
ifrs17-result-snapshot,投连账户,19,4,82637.91031911445,"82,637.91",
ifrs17-result-snapshot,投连账户,19,5,-26055.885804792935,"(26,055.89)",
ifrs17-result-snapshot,投连账户,19,7,"""投资成分（及保费返还 ）2""",投资成分（及保费返还 ）2,
ifrs17-result-snapshot,投连账户,19,8,"""[15]""",[15],
ifrs17-result-snapshot,投连账户,19,9,-1120233.44,"(1,120,233.44)",
ifrs17-result-snapshot,投连账户,19,11,1120233.44,"1,120,233.44",
ifrs17-result-snapshot,投连账户,19,12,0,0,
ifrs17-result-snapshot,投连账户,20,0,"""保险合同金融变动额""",保险合同金融变动额,
ifrs17-result-snapshot,投连账户,20,1,"""[17]""",[17],
ifrs17-result-snapshot,投连账户,20,2,1599709.4700894388,"1,599,709.47",
ifrs17-result-snapshot,投连账户,20,4,0,0,
ifrs17-result-snapshot,投连账户,20,5,1599709.4700894388,"1,599,709.47",
ifrs17-result-snapshot,投连账户,20,7,"""现金流量""",现金流量,
ifrs17-result-snapshot,投连账户,20,12,0,0,
ifrs17-result-snapshot,投连账户,21,0,"""其他1""",其他1,
ifrs17-result-snapshot,投连账户,21,1,"""[18]""",[18],
ifrs17-result-snapshot,投连账户,21,5,0,0,
ifrs17-result-snapshot,投连账户,21,7,"""收到的保费""",收到的保费,
ifrs17-result-snapshot,投连账户,21,8,"""[16]""",[16],
ifrs17-result-snapshot,投连账户,21,9,2795.2399999999993,"2,795.24",
ifrs17-result-snapshot,投连账户,21,12,2795.2399999999993,"2,795.24",
ifrs17-result-snapshot,投连账户,22,0,"""计入综合收益的变动合计""",计入综合收益的变动合计,
ifrs17-result-snapshot,投连账户,22,1,"""[19]=[16]+[17]+[18]""",[19]=[16]+[17]+[18],
ifrs17-result-snapshot,投连账户,22,2,1489579.7951183314,"1,489,579.8",
ifrs17-result-snapshot,投连账户,22,3,1435.8788471999994,"1,435.88",
ifrs17-result-snapshot,投连账户,22,4,82637.91031911445,"82,637.91",
ifrs17-result-snapshot,投连账户,22,5,1573653.584284646,"1,573,653.58",
ifrs17-result-snapshot,投连账户,22,7,"""支付的保险获取现金流量""",支付的保险获取现金流量,
ifrs17-result-snapshot,投连账户,22,8,"""[17]""",[17],
ifrs17-result-snapshot,投连账户,22,9,0,0,
ifrs17-result-snapshot,投连账户,22,12,0,0,
ifrs17-result-snapshot,投连账户,23,0,"""现金流量""",现金流量,
ifrs17-result-snapshot,投连账户,23,5,0,0,
ifrs17-result-snapshot,投连账户,23,7,"""支付的赔款及其他相关费用（含投资成分）""",支付的赔款及其他相关费用（含投资成分）,
ifrs17-result-snapshot,投连账户,23,8,"""[18]""",[18],
ifrs17-result-snapshot,投连账户,23,11,-1131547.9643183313,"(1,131,547.96)",
ifrs17-result-snapshot,投连账户,23,12,-1131547.9643183313,"(1,131,547.96)",
ifrs17-result-snapshot,投连账户,24,0,"""收到的保费""",收到的保费,
ifrs17-result-snapshot,投连账户,24,1,"""[20]""",[20],
ifrs17-result-snapshot,投连账户,24,2,2795.2399999999993,"2,795.24",
ifrs17-result-snapshot,投连账户,24,5,2795.2399999999993,"2,795.24",
ifrs17-result-snapshot,投连账户,24,7,"""其他""",其他,
ifrs17-result-snapshot,投连账户,24,8,"""[19]""",[19],
ifrs17-result-snapshot,投连账户,24,9,0,0,
ifrs17-result-snapshot,投连账户,24,12,0,0,
ifrs17-result-snapshot,投连账户,25,0,"""支付的保险获取现金流量""",支付的保险获取现金流量,
ifrs17-result-snapshot,投连账户,25,1,"""[21]""",[21],
ifrs17-result-snapshot,投连账户,25,2,0,0,
ifrs17-result-snapshot,投连账户,25,5,0,0,
ifrs17-result-snapshot,投连账户,25,7,"""现金流量合计""",现金流量合计,
ifrs17-result-snapshot,投连账户,25,8,"""[20]=[16]～[19]之和""",[20]=[16]～[19]之和,
ifrs17-result-snapshot,投连账户,25,9,2795.2399999999993,"2,795.24",
ifrs17-result-snapshot,投连账户,25,11,-1131547.9643183313,"(1,131,547.96)",
ifrs17-result-snapshot,投连账户,25,12,-1128752.7243183313,"(1,128,752.72)",
ifrs17-result-snapshot,投连账户,25,13,0,0,
ifrs17-result-snapshot,投连账户,26,0,"""支付的赔款及其他相关费用（含相关投资成分）""",支付的赔款及其他相关费用（含相关投资成分）,
ifrs17-result-snapshot,投连账户,26,1,"""[22]""",[22],
ifrs17-result-snapshot,投连账户,26,2,-1131547.9643183313,"(1,131,547.96)",
ifrs17-result-snapshot,投连账户,26,5,-1131547.9643183313,"(1,131,547.96)",
ifrs17-result-snapshot,投连账户,26,7,"""其他变动""",其他变动,
ifrs17-result-snapshot,投连账户,26,8,"""[21]""",[21],
ifrs17-result-snapshot,投连账户,26,12,0,0,
ifrs17-result-snapshot,投连账户,27,0,"""其他""",其他,
ifrs17-result-snapshot,投连账户,27,1,"""[23]""",[23],
ifrs17-result-snapshot,投连账户,27,2,0,0,
ifrs17-result-snapshot,投连账户,27,5,0,0,
ifrs17-result-snapshot,投连账户,27,7,"""于期末/年末的保险合同净负债/资产余额""",于期末/年末的保险合同净负债/资产余额,
ifrs17-result-snapshot,投连账户,27,8,"""[22]=[3]+[14]+[15]+[20]+[21]""",[22]=[3]+[14]+[15]+[20]+[21],
ifrs17-result-snapshot,投连账户,27,9,6788871.376526316,"6,788,871.38",
ifrs17-result-snapshot,投连账户,27,10,-2.6774353736864442e-11,(0),
ifrs17-result-snapshot,投连账户,27,11,0,0,
ifrs17-result-snapshot,投连账户,27,12,6788871.376526316,"6,788,871.38",
ifrs17-result-snapshot,投连账户,27,13,0,0,
ifrs17-result-snapshot,投连账户,28,0,"""现金流量合计""",现金流量合计,
ifrs17-result-snapshot,投连账户,28,1,"""[24]=[20]+[21]+[22]+[23]""",[24]=[20]+[21]+[22]+[23],
ifrs17-result-snapshot,投连账户,28,2,-1128752.7243183313,"(1,128,752.72)",
ifrs17-result-snapshot,投连账户,28,5,-1128752.7243183313,"(1,128,752.72)",
ifrs17-result-snapshot,投连账户,28,7,"""于期末/年末的保险合同资产""",于期末/年末的保险合同资产,
ifrs17-result-snapshot,投连账户,28,8,"""[23]""",[23],
ifrs17-result-snapshot,投连账户,28,9,0,0,
ifrs17-result-snapshot,投连账户,28,10,0,0,
ifrs17-result-snapshot,投连账户,28,11,0,0,
ifrs17-result-snapshot,投连账户,28,12,0,0,
ifrs17-result-snapshot,投连账户,29,0,"""其他变动""",其他变动,
ifrs17-result-snapshot,投连账户,29,1,"""[25]""",[25],
ifrs17-result-snapshot,投连账户,29,5,0,0,
ifrs17-result-snapshot,投连账户,29,7,"""于期末/年末的保险合同负债""",于期末/年末的保险合同负债,
ifrs17-result-snapshot,投连账户,29,8,"""[24]=[22]-[23]""",[24]=[22]-[23],
ifrs17-result-snapshot,投连账户,29,9,6788871.376526316,"6,788,871.38",
ifrs17-result-snapshot,投连账户,29,10,-2.6774353736864442e-11,(0),
ifrs17-result-snapshot,投连账户,29,11,0,0,
ifrs17-result-snapshot,投连账户,29,12,6788871.376526316,"6,788,871.38",
ifrs17-result-snapshot,投连账户,30,0,"""于期末/年末的保险合同净负债/资产余额""",于期末/年末的保险合同净负债/资产余额,
ifrs17-result-snapshot,投连账户,30,1,"""[26]=[3]+[19]+[24]+[25]""",[26]=[3]+[19]+[24]+[25],
ifrs17-result-snapshot,投连账户,30,2,6524604.408914001,"6,524,604.41",
ifrs17-result-snapshot,投连账户,30,3,7248.252073199999,"7,248.25",
ifrs17-result-snapshot,投连账户,30,4,257018.71553911455,"257,018.72",
ifrs17-result-snapshot,投连账户,30,5,6788871.376526316,"6,788,871.38",
ifrs17-result-snapshot,投连账户,30,7,"""1例如，外币报表折算差额。""",1例如，外币报表折算差额。,
ifrs17-result-snapshot,投连账户,31,0,"""于期末/年末的保险合同资产""",于期末/年末的保险合同资产,
ifrs17-result-snapshot,投连账户,31,1,"""[27]""",[27],
ifrs17-result-snapshot,投连账户,31,2,0,0,
ifrs17-result-snapshot,投连账户,31,3,0,0,
ifrs17-result-snapshot,投连账户,31,4,0,0,
ifrs17-result-snapshot,投连账户,31,5,0,0,
ifrs17-result-snapshot,投连账户,31,7,"""2该保费返还可以作为“收到的保费”的减项。""",2该保费返还可以作为“收到的保费”的减项。,
ifrs17-result-snapshot,投连账户,31,8,"""check""",check,
ifrs17-result-snapshot,投连账户,31,9,6788871.376526316,"6,788,871.38",
ifrs17-result-snapshot,投连账户,31,10,-7.625086551331175e-11,(0),
ifrs17-result-snapshot,投连账户,31,11,0,0,
ifrs17-result-snapshot,投连账户,31,12,6788871.376526316,"6,788,871.38",
ifrs17-result-snapshot,投连账户,32,0,"""于期末/年末的保险合同负债""",于期末/年末的保险合同负债,
ifrs17-result-snapshot,投连账户,32,1,"""[28]=[26]-[27]""",[28]=[26]-[27],
ifrs17-result-snapshot,投连账户,32,2,6524604.408914001,"6,524,604.41",
ifrs17-result-snapshot,投连账户,32,3,7248.252073199999,"7,248.25",
ifrs17-result-snapshot,投连账户,32,4,257018.71553911455,"257,018.72",
ifrs17-result-snapshot,投连账户,32,5,6788871.376526316,"6,788,871.38",
ifrs17-result-snapshot,投连账户,32,8,"""DIFF""",DIFF,
ifrs17-result-snapshot,投连账户,32,9,0,0,
ifrs17-result-snapshot,投连账户,32,10,-4.9476511776447295e-11,(0),
ifrs17-result-snapshot,投连账户,32,11,0,0,
ifrs17-result-snapshot,投连账户,32,12,0,0,
ifrs17-result-snapshot,投连账户,34,1,"""check""",check,
ifrs17-result-snapshot,投连账户,34,2,6524604.408914,"6,524,604.41",
ifrs17-result-snapshot,投连账户,34,3,7248.252073199999,"7,248.25",
ifrs17-result-snapshot,投连账户,34,4,257018.71553911446,"257,018.72",
ifrs17-result-snapshot,投连账户,34,5,6788871.376526314,"6,788,871.38",
ifrs17-result-snapshot,投连账户,35,1,"""DIFF""",DIFF,
ifrs17-result-snapshot,投连账户,35,2,0,0,
ifrs17-result-snapshot,投连账户,35,3,0,0,
ifrs17-result-snapshot,投连账户,35,4,0,0,
ifrs17-result-snapshot,投连账户,35,5,0,0,
ifrs17-result-snapshot,短险,0,0,"""保险合同负债余额调节表1（M1表）——按组成要素""",保险合同负债余额调节表1（M1表）——按组成要素,
ifrs17-result-snapshot,短险,0,8,"""保险合同负债余额调节表2（M2表）——按负债类别""",保险合同负债余额调节表2（M2表）——按负债类别,
ifrs17-result-snapshot,短险,1,0,"""项目""",项目,
ifrs17-result-snapshot,短险,1,1,"""编号""",编号,
ifrs17-result-snapshot,短险,1,2,"""未来现金流量现值""",未来现金流量现值,
ifrs17-result-snapshot,短险,1,3,"""非金融风险调整""",非金融风险调整,
ifrs17-result-snapshot,短险,1,4,"""合同服务边际""",合同服务边际,
ifrs17-result-snapshot,短险,1,5,"""合计""",合计,
ifrs17-result-snapshot,短险,1,8,"""项目""",项目,
ifrs17-result-snapshot,短险,1,9,"""编号""",编号,
ifrs17-result-snapshot,短险,1,10,"""未到期责任负债""",未到期责任负债,
ifrs17-result-snapshot,短险,1,12,"""已发生赔款负债""",已发生赔款负债,
ifrs17-result-snapshot,短险,1,14,"""合计""",合计,
ifrs17-result-snapshot,短险,2,10,"""非亏损部分""",非亏损部分,
ifrs17-result-snapshot,短险,2,11,"""亏损部分""",亏损部分,
ifrs17-result-snapshot,短险,2,12,"""未来现金流量现值的估计""",未来现金流量现值的估计,
ifrs17-result-snapshot,短险,2,13,"""非金融风险调整""",非金融风险调整,
ifrs17-result-snapshot,短险,3,0,"""于期初/年初的保险合同负债""",于期初/年初的保险合同负债,
ifrs17-result-snapshot,短险,3,1,"""[1]""",[1],
ifrs17-result-snapshot,短险,3,8,"""于期初/年初的保险合同负债""",于期初/年初的保险合同负债,
ifrs17-result-snapshot,短险,3,9,"""[1]""",[1],
ifrs17-result-snapshot,短险,3,10,49287664.7725356,"49,287,664.77",
ifrs17-result-snapshot,短险,3,11,2234499.88,"2,234,499.88",
ifrs17-result-snapshot,短险,3,12,50201758.044,"50,201,758.04",
ifrs17-result-snapshot,短险,3,13,1255045.388,"1,255,045.39",
ifrs17-result-snapshot,短险,3,14,102978968.0845356,"102,978,968.08",
ifrs17-result-snapshot,短险,4,0,"""于期初/年初的保险合同资产""",于期初/年初的保险合同资产,
ifrs17-result-snapshot,短险,4,1,"""[2]""",[2],
ifrs17-result-snapshot,短险,4,8,"""于期初/年初的保险合同资产""",于期初/年初的保险合同资产,
ifrs17-result-snapshot,短险,4,9,"""[2]""",[2],
ifrs17-result-snapshot,短险,4,10,0,0,
ifrs17-result-snapshot,短险,4,11,0,0,
ifrs17-result-snapshot,短险,4,12,0,0,
ifrs17-result-snapshot,短险,4,13,0,0,
ifrs17-result-snapshot,短险,4,14,0,0,
ifrs17-result-snapshot,短险,5,0,"""于期初/年初的保险合同净负债/资产余额""",于期初/年初的保险合同净负债/资产余额,
ifrs17-result-snapshot,短险,5,1,"""[3]=[1]+[2]""",[3]=[1]+[2],
ifrs17-result-snapshot,短险,5,8,"""于期初/年初的保险合同净负债/资产余额""",于期初/年初的保险合同净负债/资产余额,
ifrs17-result-snapshot,短险,5,9,"""[3]=[1]+[2]""",[3]=[1]+[2],
ifrs17-result-snapshot,短险,5,10,49287664.7725356,"49,287,664.77",
ifrs17-result-snapshot,短险,5,11,2234499.88,"2,234,499.88",
ifrs17-result-snapshot,短险,5,12,50201758.044,"50,201,758.04",
ifrs17-result-snapshot,短险,5,13,1255045.388,"1,255,045.39",
ifrs17-result-snapshot,短险,5,14,102978968.0845356,"102,978,968.08",
ifrs17-result-snapshot,短险,6,0,"""计入综合收益的变动""",计入综合收益的变动,
ifrs17-result-snapshot,短险,6,8,"""计入综合收益的变动""",计入综合收益的变动,
ifrs17-result-snapshot,短险,7,0,"""与当期服务相关的变动""",与当期服务相关的变动,
ifrs17-result-snapshot,短险,7,1,"""[4]=[5]+[6]+[7]""",[4]=[5]+[6]+[7],
ifrs17-result-snapshot,短险,7,8,"""保险服务收入""",保险服务收入,
ifrs17-result-snapshot,短险,7,9,"""[4]""",[4],
ifrs17-result-snapshot,短险,7,10,-102688040.50759235,"(102,688,040.51)",
ifrs17-result-snapshot,短险,7,14,-102688040.50759235,"(102,688,040.51)",
ifrs17-result-snapshot,短险,8,0,"""合同服务边际的摊销""",合同服务边际的摊销,
ifrs17-result-snapshot,短险,8,1,"""[5]""",[5],
ifrs17-result-snapshot,短险,8,8,"""保险服务费用""",保险服务费用,
ifrs17-result-snapshot,短险,9,0,"""非金融风险调整的变动""",非金融风险调整的变动,
ifrs17-result-snapshot,短险,9,1,"""[6]""",[6],
ifrs17-result-snapshot,短险,9,8,"""当期发生赔款及其他相关费用（保险获取现金流量除外）""",当期发生赔款及其他相关费用（保险获取现金流量除外）,
ifrs17-result-snapshot,短险,9,9,"""[5]""",[5],
ifrs17-result-snapshot,短险,9,11,-2234499.88,"(2,234,499.88)",
ifrs17-result-snapshot,短险,9,12,97760724.86466134,"97,760,724.86",
ifrs17-result-snapshot,短险,9,13,280736.64952092886,"280,736.65",
ifrs17-result-snapshot,短险,9,14,95806961.63418227,"95,806,961.63",
ifrs17-result-snapshot,短险,10,0,"""当期经验调整""",当期经验调整,
ifrs17-result-snapshot,短险,10,1,"""[7]""",[7],
ifrs17-result-snapshot,短险,10,8,"""保险获取现金流量的摊销""",保险获取现金流量的摊销,
ifrs17-result-snapshot,短险,10,9,"""[6]""",[6],
ifrs17-result-snapshot,短险,10,10,23175565.148000002,"23,175,565.15",
ifrs17-result-snapshot,短险,10,14,23175565.148000002,"23,175,565.15",
ifrs17-result-snapshot,短险,11,0,"""与未来服务相关的变动""",与未来服务相关的变动,
ifrs17-result-snapshot,短险,11,1,"""[8]=[9]+[10]+[11]+[12]""",[8]=[9]+[10]+[11]+[12],
ifrs17-result-snapshot,短险,11,8,"""亏损部分的确认及转回""",亏损部分的确认及转回,
ifrs17-result-snapshot,短险,11,9,"""[7]""",[7],
ifrs17-result-snapshot,短险,11,11,29507.9799999997,"29,507.98",
ifrs17-result-snapshot,短险,11,14,29507.9799999997,"29,507.98",
ifrs17-result-snapshot,短险,12,0,"""当期初始确认的保险合同影响""",当期初始确认的保险合同影响,
ifrs17-result-snapshot,短险,12,1,"""[9]""",[9],
ifrs17-result-snapshot,短险,12,8,"""已发生赔款负债相关履约现金流量变动""",已发生赔款负债相关履约现金流量变动,
ifrs17-result-snapshot,短险,12,9,"""[8]""",[8],
ifrs17-result-snapshot,短险,12,12,-14851462.509344902,"(14,851,462.51)",
ifrs17-result-snapshot,短险,12,13,-371285.90508357715,"(371,285.91)",
ifrs17-result-snapshot,短险,12,14,-15222748.414428478,"(15,222,748.41)",
ifrs17-result-snapshot,短险,13,0,"""调整合同服务边际的估计变更""",调整合同服务边际的估计变更,
ifrs17-result-snapshot,短险,13,1,"""[10]""",[10],
ifrs17-result-snapshot,短险,13,8,"""其他""",其他,
ifrs17-result-snapshot,短险,13,9,"""[9]""",[9],
ifrs17-result-snapshot,短险,13,14,0,0,
ifrs17-result-snapshot,短险,14,0,"""不调整合同服务边际的估计变更""",不调整合同服务边际的估计变更,
ifrs17-result-snapshot,短险,14,1,"""[11]""",[11],
ifrs17-result-snapshot,短险,14,8,"""保险服务费用小计""",保险服务费用小计,
ifrs17-result-snapshot,短险,14,9,"""[10]=[5]～[9]之和""",[10]=[5]～[9]之和,
ifrs17-result-snapshot,短险,14,10,23175565.148000002,"23,175,565.15",
ifrs17-result-snapshot,短险,14,11,-2204991.9000000004,"(2,204,991.9)",
ifrs17-result-snapshot,短险,14,12,82909262.35531643,"82,909,262.36",
ifrs17-result-snapshot,短险,14,13,-90549.25556264832,"(90,549.26)",
ifrs17-result-snapshot,短险,14,14,103789286.3477538,"103,789,286.35",
ifrs17-result-snapshot,短险,15,0,"""其他""",其他,
ifrs17-result-snapshot,短险,15,1,"""[12]""",[12],
ifrs17-result-snapshot,短险,15,8,"""保险服务业绩""",保险服务业绩,
ifrs17-result-snapshot,短险,15,9,"""[11]=[4]+[10]""",[11]=[4]+[10],
ifrs17-result-snapshot,短险,15,10,-79512475.35959235,"(79,512,475.36)",
ifrs17-result-snapshot,短险,15,11,-2204991.9000000004,"(2,204,991.9)",
ifrs17-result-snapshot,短险,15,12,82909262.35531643,"82,909,262.36",
ifrs17-result-snapshot,短险,15,13,-90549.25556264832,"(90,549.26)",
ifrs17-result-snapshot,短险,15,14,1101245.8401614456,"1,101,245.84",
ifrs17-result-snapshot,短险,16,0,"""与过去服务相关的变动""",与过去服务相关的变动,
ifrs17-result-snapshot,短险,16,1,"""[13]=[14]+[15]""",[13]=[14]+[15],
ifrs17-result-snapshot,短险,16,8,"""保险合同金融变动额""",保险合同金融变动额,
ifrs17-result-snapshot,短险,16,9,"""[12]""",[12],
ifrs17-result-snapshot,短险,16,10,-2749.8920000008748,"(2,749.89)",
ifrs17-result-snapshot,短险,16,11,0,0,
ifrs17-result-snapshot,短险,16,14,-2749.8920000008748,"(2,749.89)",
ifrs17-result-snapshot,短险,17,0,"""已发生赔款负债相关履约现金流量变动""",已发生赔款负债相关履约现金流量变动,
ifrs17-result-snapshot,短险,17,1,"""[14]""",[14],
ifrs17-result-snapshot,短险,17,8,"""其他1""",其他1,
ifrs17-result-snapshot,短险,17,9,"""[13]""",[13],
ifrs17-result-snapshot,短险,17,14,0,0,
ifrs17-result-snapshot,短险,18,0,"""其他""",其他,
ifrs17-result-snapshot,短险,18,1,"""[15]""",[15],
ifrs17-result-snapshot,短险,18,8,"""计入综合收益的变动合计""",计入综合收益的变动合计,
ifrs17-result-snapshot,短险,18,9,"""[14]=[11]+[12]+[13]""",[14]=[11]+[12]+[13],
ifrs17-result-snapshot,短险,18,10,-79515225.25159234,"(79,515,225.25)",
ifrs17-result-snapshot,短险,18,11,-2204991.9000000004,"(2,204,991.9)",
ifrs17-result-snapshot,短险,18,12,82909262.35531643,"82,909,262.36",
ifrs17-result-snapshot,短险,18,13,-90549.25556264832,"(90,549.26)",
ifrs17-result-snapshot,短险,18,14,1098495.9481614497,"1,098,495.95",
ifrs17-result-snapshot,短险,19,0,"""保险服务业绩""",保险服务业绩,
ifrs17-result-snapshot,短险,19,1,"""[16]=[4]+[8]+[13]""",[16]=[4]+[8]+[13],
ifrs17-result-snapshot,短险,19,8,"""投资成分（及保费返还 ）2""",投资成分（及保费返还 ）2,
ifrs17-result-snapshot,短险,19,9,"""[15]""",[15],
ifrs17-result-snapshot,短险,19,10,-794.707999998435,(794.71),
ifrs17-result-snapshot,短险,19,12,794.7079999984351,794.71,
ifrs17-result-snapshot,短险,19,14,0,0,
ifrs17-result-snapshot,短险,20,0,"""保险合同金融变动额""",保险合同金融变动额,
ifrs17-result-snapshot,短险,20,1,"""[17]""",[17],
ifrs17-result-snapshot,短险,20,8,"""现金流量""",现金流量,
ifrs17-result-snapshot,短险,20,14,0,0,
ifrs17-result-snapshot,短险,21,0,"""其他1""",其他1,
ifrs17-result-snapshot,短险,21,1,"""[18]""",[18],
ifrs17-result-snapshot,短险,21,8,"""收到的保费""",收到的保费,
ifrs17-result-snapshot,短险,21,9,"""[16]""",[16],
ifrs17-result-snapshot,短险,21,10,85581938.18759294,"85,581,938.19",
ifrs17-result-snapshot,短险,21,14,85581938.18759294,"85,581,938.19",
ifrs17-result-snapshot,短险,22,0,"""计入综合收益的变动合计""",计入综合收益的变动合计,
ifrs17-result-snapshot,短险,22,1,"""[19]=[16]+[17]+[18]""",[19]=[16]+[17]+[18],
ifrs17-result-snapshot,短险,22,8,"""支付的保险获取现金流量""",支付的保险获取现金流量,
ifrs17-result-snapshot,短险,22,9,"""[17]""",[17],
ifrs17-result-snapshot,短险,22,10,-23175565.148000002,"(23,175,565.15)",
